img1,img2,gt,mask
data/DSIA/train/01216_2_0003/img1.png,data/DSIA/train/01216_2_0003/img2.png,data/DSIA/train/01216_2_0003/img1_warp_gt.png,data/DSIA/train/01216_2_0003/input_mask.png
data/DSIA/train/01035_1_0005/img1.png,data/DSIA/train/01035_1_0005/img2.png,data/DSIA/train/01035_1_0005/img1_warp_gt.png,data/DSIA/train/01035_1_0005/input_mask.png
data/DSIA/train/10131_3_0006/img1.png,data/DSIA/train/10131_3_0006/img2.png,data/DSIA/train/10131_3_0006/img1_warp_gt.png,data/DSIA/train/10131_3_0006/input_mask.png
data/DSIA/train/11517_2_0003/img1.png,data/DSIA/train/11517_2_0003/img2.png,data/DSIA/train/11517_2_0003/img1_warp_gt.png,data/DSIA/train/11517_2_0003/input_mask.png
data/DSIA/train/10337_1_0004/img1.png,data/DSIA/train/10337_1_0004/img2.png,data/DSIA/train/10337_1_0004/img1_warp_gt.png,data/DSIA/train/10337_1_0004/input_mask.png
data/DSIA/train/11810_2_0006/img1.png,data/DSIA/train/11810_2_0006/img2.png,data/DSIA/train/11810_2_0006/img1_warp_gt.png,data/DSIA/train/11810_2_0006/input_mask.png
data/DSIA/train/12752_4_0003/img1.png,data/DSIA/train/12752_4_0003/img2.png,data/DSIA/train/12752_4_0003/img1_warp_gt.png,data/DSIA/train/12752_4_0003/input_mask.png
data/DSIA/train/22035_17_0002/img1.png,data/DSIA/train/22035_17_0002/img2.png,data/DSIA/train/22035_17_0002/img1_warp_gt.png,data/DSIA/train/22035_17_0002/input_mask.png
data/DSIA/train/01181_4_0004/img1.png,data/DSIA/train/01181_4_0004/img2.png,data/DSIA/train/01181_4_0004/img1_warp_gt.png,data/DSIA/train/01181_4_0004/input_mask.png
data/DSIA/train/00871_3_0006/img1.png,data/DSIA/train/00871_3_0006/img2.png,data/DSIA/train/00871_3_0006/img1_warp_gt.png,data/DSIA/train/00871_3_0006/input_mask.png
data/DSIA/train/12901_2_0003/img1.png,data/DSIA/train/12901_2_0003/img2.png,data/DSIA/train/12901_2_0003/img1_warp_gt.png,data/DSIA/train/12901_2_0003/input_mask.png
data/DSIA/train/22932_11_0003/img1.png,data/DSIA/train/22932_11_0003/img2.png,data/DSIA/train/22932_11_0003/img1_warp_gt.png,data/DSIA/train/22932_11_0003/input_mask.png
data/DSIA/train/01403_1_0004/img1.png,data/DSIA/train/01403_1_0004/img2.png,data/DSIA/train/01403_1_0004/img1_warp_gt.png,data/DSIA/train/01403_1_0004/input_mask.png
data/DSIA/train/21753_14_0002/img1.png,data/DSIA/train/21753_14_0002/img2.png,data/DSIA/train/21753_14_0002/img1_warp_gt.png,data/DSIA/train/21753_14_0002/input_mask.png
data/DSIA/train/01578_4_0005/img1.png,data/DSIA/train/01578_4_0005/img2.png,data/DSIA/train/01578_4_0005/img1_warp_gt.png,data/DSIA/train/01578_4_0005/input_mask.png
data/DSIA/train/11669_4_0002/img1.png,data/DSIA/train/11669_4_0002/img2.png,data/DSIA/train/11669_4_0002/img1_warp_gt.png,data/DSIA/train/11669_4_0002/input_mask.png
data/DSIA/train/20092_17_0003/img1.png,data/DSIA/train/20092_17_0003/img2.png,data/DSIA/train/20092_17_0003/img1_warp_gt.png,data/DSIA/train/20092_17_0003/input_mask.png
data/DSIA/train/12696_2_0007/img1.png,data/DSIA/train/12696_2_0007/img2.png,data/DSIA/train/12696_2_0007/img1_warp_gt.png,data/DSIA/train/12696_2_0007/input_mask.png
data/DSIA/train/10762_3_0002/img1.png,data/DSIA/train/10762_3_0002/img2.png,data/DSIA/train/10762_3_0002/img1_warp_gt.png,data/DSIA/train/10762_3_0002/input_mask.png
data/DSIA/train/10789_2_0005/img1.png,data/DSIA/train/10789_2_0005/img2.png,data/DSIA/train/10789_2_0005/img1_warp_gt.png,data/DSIA/train/10789_2_0005/input_mask.png
data/DSIA/train/10877_4_0002/img1.png,data/DSIA/train/10877_4_0002/img2.png,data/DSIA/train/10877_4_0002/img1_warp_gt.png,data/DSIA/train/10877_4_0002/input_mask.png
data/DSIA/train/11333_3_0006/img1.png,data/DSIA/train/11333_3_0006/img2.png,data/DSIA/train/11333_3_0006/img1_warp_gt.png,data/DSIA/train/11333_3_0006/input_mask.png
data/DSIA/train/21427_18_0007/img1.png,data/DSIA/train/21427_18_0007/img2.png,data/DSIA/train/21427_18_0007/img1_warp_gt.png,data/DSIA/train/21427_18_0007/input_mask.png
data/DSIA/train/12602_2_0002/img1.png,data/DSIA/train/12602_2_0002/img2.png,data/DSIA/train/12602_2_0002/img1_warp_gt.png,data/DSIA/train/12602_2_0002/input_mask.png
data/DSIA/train/20331_18_0002/img1.png,data/DSIA/train/20331_18_0002/img2.png,data/DSIA/train/20331_18_0002/img1_warp_gt.png,data/DSIA/train/20331_18_0002/input_mask.png
data/DSIA/train/21874_11_0006/img1.png,data/DSIA/train/21874_11_0006/img2.png,data/DSIA/train/21874_11_0006/img1_warp_gt.png,data/DSIA/train/21874_11_0006/input_mask.png
data/DSIA/train/21933_18_0006/img1.png,data/DSIA/train/21933_18_0006/img2.png,data/DSIA/train/21933_18_0006/img1_warp_gt.png,data/DSIA/train/21933_18_0006/input_mask.png
data/DSIA/train/11155_1_0001/img1.png,data/DSIA/train/11155_1_0001/img2.png,data/DSIA/train/11155_1_0001/img1_warp_gt.png,data/DSIA/train/11155_1_0001/input_mask.png
data/DSIA/train/11664_2_0001/img1.png,data/DSIA/train/11664_2_0001/img2.png,data/DSIA/train/11664_2_0001/img1_warp_gt.png,data/DSIA/train/11664_2_0001/input_mask.png
data/DSIA/train/01016_1_0003/img1.png,data/DSIA/train/01016_1_0003/img2.png,data/DSIA/train/01016_1_0003/img1_warp_gt.png,data/DSIA/train/01016_1_0003/input_mask.png
data/DSIA/train/01152_3_0007/img1.png,data/DSIA/train/01152_3_0007/img2.png,data/DSIA/train/01152_3_0007/img1_warp_gt.png,data/DSIA/train/01152_3_0007/input_mask.png
data/DSIA/train/00197_2_0001/img1.png,data/DSIA/train/00197_2_0001/img2.png,data/DSIA/train/00197_2_0001/img1_warp_gt.png,data/DSIA/train/00197_2_0001/input_mask.png
data/DSIA/train/10062_3_0004/img1.png,data/DSIA/train/10062_3_0004/img2.png,data/DSIA/train/10062_3_0004/img1_warp_gt.png,data/DSIA/train/10062_3_0004/input_mask.png
data/DSIA/train/10240_3_0006/img1.png,data/DSIA/train/10240_3_0006/img2.png,data/DSIA/train/10240_3_0006/img1_warp_gt.png,data/DSIA/train/10240_3_0006/input_mask.png
data/DSIA/train/20487_17_0001/img1.png,data/DSIA/train/20487_17_0001/img2.png,data/DSIA/train/20487_17_0001/img1_warp_gt.png,data/DSIA/train/20487_17_0001/input_mask.png
data/DSIA/train/21214_15_0001/img1.png,data/DSIA/train/21214_15_0001/img2.png,data/DSIA/train/21214_15_0001/img1_warp_gt.png,data/DSIA/train/21214_15_0001/input_mask.png
data/DSIA/train/11815_1_0002/img1.png,data/DSIA/train/11815_1_0002/img2.png,data/DSIA/train/11815_1_0002/img1_warp_gt.png,data/DSIA/train/11815_1_0002/input_mask.png
data/DSIA/train/00667_2_0007/img1.png,data/DSIA/train/00667_2_0007/img2.png,data/DSIA/train/00667_2_0007/img1_warp_gt.png,data/DSIA/train/00667_2_0007/input_mask.png
data/DSIA/train/11726_1_0005/img1.png,data/DSIA/train/11726_1_0005/img2.png,data/DSIA/train/11726_1_0005/img1_warp_gt.png,data/DSIA/train/11726_1_0005/input_mask.png
data/DSIA/train/20600_14_0004/img1.png,data/DSIA/train/20600_14_0004/img2.png,data/DSIA/train/20600_14_0004/img1_warp_gt.png,data/DSIA/train/20600_14_0004/input_mask.png
data/DSIA/train/21037_14_0007/img1.png,data/DSIA/train/21037_14_0007/img2.png,data/DSIA/train/21037_14_0007/img1_warp_gt.png,data/DSIA/train/21037_14_0007/input_mask.png
data/DSIA/train/10280_1_0007/img1.png,data/DSIA/train/10280_1_0007/img2.png,data/DSIA/train/10280_1_0007/img1_warp_gt.png,data/DSIA/train/10280_1_0007/input_mask.png
data/DSIA/train/10872_1_0006/img1.png,data/DSIA/train/10872_1_0006/img2.png,data/DSIA/train/10872_1_0006/img1_warp_gt.png,data/DSIA/train/10872_1_0006/input_mask.png
data/DSIA/train/12841_2_0001/img1.png,data/DSIA/train/12841_2_0001/img2.png,data/DSIA/train/12841_2_0001/img1_warp_gt.png,data/DSIA/train/12841_2_0001/input_mask.png
data/DSIA/train/12361_4_0002/img1.png,data/DSIA/train/12361_4_0002/img2.png,data/DSIA/train/12361_4_0002/img1_warp_gt.png,data/DSIA/train/12361_4_0002/input_mask.png
data/DSIA/train/21091_11_0001/img1.png,data/DSIA/train/21091_11_0001/img2.png,data/DSIA/train/21091_11_0001/img1_warp_gt.png,data/DSIA/train/21091_11_0001/input_mask.png
data/DSIA/train/11040_3_0001/img1.png,data/DSIA/train/11040_3_0001/img2.png,data/DSIA/train/11040_3_0001/img1_warp_gt.png,data/DSIA/train/11040_3_0001/input_mask.png
data/DSIA/train/12304_2_0001/img1.png,data/DSIA/train/12304_2_0001/img2.png,data/DSIA/train/12304_2_0001/img1_warp_gt.png,data/DSIA/train/12304_2_0001/input_mask.png
data/DSIA/train/10311_3_0003/img1.png,data/DSIA/train/10311_3_0003/img2.png,data/DSIA/train/10311_3_0003/img1_warp_gt.png,data/DSIA/train/10311_3_0003/input_mask.png
data/DSIA/train/10875_3_0005/img1.png,data/DSIA/train/10875_3_0005/img2.png,data/DSIA/train/10875_3_0005/img1_warp_gt.png,data/DSIA/train/10875_3_0005/input_mask.png
data/DSIA/train/00510_1_0007/img1.png,data/DSIA/train/00510_1_0007/img2.png,data/DSIA/train/00510_1_0007/img1_warp_gt.png,data/DSIA/train/00510_1_0007/input_mask.png
data/DSIA/train/22605_12_0006/img1.png,data/DSIA/train/22605_12_0006/img2.png,data/DSIA/train/22605_12_0006/img1_warp_gt.png,data/DSIA/train/22605_12_0006/input_mask.png
data/DSIA/train/01571_4_0003/img1.png,data/DSIA/train/01571_4_0003/img2.png,data/DSIA/train/01571_4_0003/img1_warp_gt.png,data/DSIA/train/01571_4_0003/input_mask.png
data/DSIA/train/01225_2_0001/img1.png,data/DSIA/train/01225_2_0001/img2.png,data/DSIA/train/01225_2_0001/img1_warp_gt.png,data/DSIA/train/01225_2_0001/input_mask.png
data/DSIA/train/20002_12_0001/img1.png,data/DSIA/train/20002_12_0001/img2.png,data/DSIA/train/20002_12_0001/img1_warp_gt.png,data/DSIA/train/20002_12_0001/input_mask.png
data/DSIA/train/01753_2_0006/img1.png,data/DSIA/train/01753_2_0006/img2.png,data/DSIA/train/01753_2_0006/img1_warp_gt.png,data/DSIA/train/01753_2_0006/input_mask.png
data/DSIA/train/20215_13_0007/img1.png,data/DSIA/train/20215_13_0007/img2.png,data/DSIA/train/20215_13_0007/img1_warp_gt.png,data/DSIA/train/20215_13_0007/input_mask.png
data/DSIA/train/10063_2_0003/img1.png,data/DSIA/train/10063_2_0003/img2.png,data/DSIA/train/10063_2_0003/img1_warp_gt.png,data/DSIA/train/10063_2_0003/input_mask.png
data/DSIA/train/01045_4_0007/img1.png,data/DSIA/train/01045_4_0007/img2.png,data/DSIA/train/01045_4_0007/img1_warp_gt.png,data/DSIA/train/01045_4_0007/input_mask.png
data/DSIA/train/22489_15_0004/img1.png,data/DSIA/train/22489_15_0004/img2.png,data/DSIA/train/22489_15_0004/img1_warp_gt.png,data/DSIA/train/22489_15_0004/input_mask.png
data/DSIA/train/10760_2_0005/img1.png,data/DSIA/train/10760_2_0005/img2.png,data/DSIA/train/10760_2_0005/img1_warp_gt.png,data/DSIA/train/10760_2_0005/input_mask.png
data/DSIA/train/22390_16_0006/img1.png,data/DSIA/train/22390_16_0006/img2.png,data/DSIA/train/22390_16_0006/img1_warp_gt.png,data/DSIA/train/22390_16_0006/input_mask.png
data/DSIA/train/20093_14_0007/img1.png,data/DSIA/train/20093_14_0007/img2.png,data/DSIA/train/20093_14_0007/img1_warp_gt.png,data/DSIA/train/20093_14_0007/input_mask.png
data/DSIA/train/12820_1_0001/img1.png,data/DSIA/train/12820_1_0001/img2.png,data/DSIA/train/12820_1_0001/img1_warp_gt.png,data/DSIA/train/12820_1_0001/input_mask.png
data/DSIA/train/10517_1_0004/img1.png,data/DSIA/train/10517_1_0004/img2.png,data/DSIA/train/10517_1_0004/img1_warp_gt.png,data/DSIA/train/10517_1_0004/input_mask.png
data/DSIA/train/00185_1_0001/img1.png,data/DSIA/train/00185_1_0001/img2.png,data/DSIA/train/00185_1_0001/img1_warp_gt.png,data/DSIA/train/00185_1_0001/input_mask.png
data/DSIA/train/20128_12_0001/img1.png,data/DSIA/train/20128_12_0001/img2.png,data/DSIA/train/20128_12_0001/img1_warp_gt.png,data/DSIA/train/20128_12_0001/input_mask.png
data/DSIA/train/01485_4_0005/img1.png,data/DSIA/train/01485_4_0005/img2.png,data/DSIA/train/01485_4_0005/img1_warp_gt.png,data/DSIA/train/01485_4_0005/input_mask.png
data/DSIA/train/00378_1_0005/img1.png,data/DSIA/train/00378_1_0005/img2.png,data/DSIA/train/00378_1_0005/img1_warp_gt.png,data/DSIA/train/00378_1_0005/input_mask.png
data/DSIA/train/01190_1_0006/img1.png,data/DSIA/train/01190_1_0006/img2.png,data/DSIA/train/01190_1_0006/img1_warp_gt.png,data/DSIA/train/01190_1_0006/input_mask.png
data/DSIA/train/21241_18_0001/img1.png,data/DSIA/train/21241_18_0001/img2.png,data/DSIA/train/21241_18_0001/img1_warp_gt.png,data/DSIA/train/21241_18_0001/input_mask.png
data/DSIA/train/21062_17_0007/img1.png,data/DSIA/train/21062_17_0007/img2.png,data/DSIA/train/21062_17_0007/img1_warp_gt.png,data/DSIA/train/21062_17_0007/input_mask.png
data/DSIA/train/00912_2_0004/img1.png,data/DSIA/train/00912_2_0004/img2.png,data/DSIA/train/00912_2_0004/img1_warp_gt.png,data/DSIA/train/00912_2_0004/input_mask.png
data/DSIA/train/00844_2_0005/img1.png,data/DSIA/train/00844_2_0005/img2.png,data/DSIA/train/00844_2_0005/img1_warp_gt.png,data/DSIA/train/00844_2_0005/input_mask.png
data/DSIA/train/00185_1_0007/img1.png,data/DSIA/train/00185_1_0007/img2.png,data/DSIA/train/00185_1_0007/img1_warp_gt.png,data/DSIA/train/00185_1_0007/input_mask.png
data/DSIA/train/00825_4_0003/img1.png,data/DSIA/train/00825_4_0003/img2.png,data/DSIA/train/00825_4_0003/img1_warp_gt.png,data/DSIA/train/00825_4_0003/input_mask.png
data/DSIA/train/00563_3_0002/img1.png,data/DSIA/train/00563_3_0002/img2.png,data/DSIA/train/00563_3_0002/img1_warp_gt.png,data/DSIA/train/00563_3_0002/input_mask.png
data/DSIA/train/01672_1_0005/img1.png,data/DSIA/train/01672_1_0005/img2.png,data/DSIA/train/01672_1_0005/img1_warp_gt.png,data/DSIA/train/01672_1_0005/input_mask.png
data/DSIA/train/11540_3_0006/img1.png,data/DSIA/train/11540_3_0006/img2.png,data/DSIA/train/11540_3_0006/img1_warp_gt.png,data/DSIA/train/11540_3_0006/input_mask.png
data/DSIA/train/12362_1_0002/img1.png,data/DSIA/train/12362_1_0002/img2.png,data/DSIA/train/12362_1_0002/img1_warp_gt.png,data/DSIA/train/12362_1_0002/input_mask.png
data/DSIA/train/10780_2_0002/img1.png,data/DSIA/train/10780_2_0002/img2.png,data/DSIA/train/10780_2_0002/img1_warp_gt.png,data/DSIA/train/10780_2_0002/input_mask.png
data/DSIA/train/00631_2_0003/img1.png,data/DSIA/train/00631_2_0003/img2.png,data/DSIA/train/00631_2_0003/img1_warp_gt.png,data/DSIA/train/00631_2_0003/input_mask.png
data/DSIA/train/10093_4_0007/img1.png,data/DSIA/train/10093_4_0007/img2.png,data/DSIA/train/10093_4_0007/img1_warp_gt.png,data/DSIA/train/10093_4_0007/input_mask.png
data/DSIA/train/00198_3_0007/img1.png,data/DSIA/train/00198_3_0007/img2.png,data/DSIA/train/00198_3_0007/img1_warp_gt.png,data/DSIA/train/00198_3_0007/input_mask.png
data/DSIA/train/01491_1_0005/img1.png,data/DSIA/train/01491_1_0005/img2.png,data/DSIA/train/01491_1_0005/img1_warp_gt.png,data/DSIA/train/01491_1_0005/input_mask.png
data/DSIA/train/11430_1_0007/img1.png,data/DSIA/train/11430_1_0007/img2.png,data/DSIA/train/11430_1_0007/img1_warp_gt.png,data/DSIA/train/11430_1_0007/input_mask.png
data/DSIA/train/01704_3_0004/img1.png,data/DSIA/train/01704_3_0004/img2.png,data/DSIA/train/01704_3_0004/img1_warp_gt.png,data/DSIA/train/01704_3_0004/input_mask.png
data/DSIA/train/12009_1_0003/img1.png,data/DSIA/train/12009_1_0003/img2.png,data/DSIA/train/12009_1_0003/img1_warp_gt.png,data/DSIA/train/12009_1_0003/input_mask.png
data/DSIA/train/11428_4_0001/img1.png,data/DSIA/train/11428_4_0001/img2.png,data/DSIA/train/11428_4_0001/img1_warp_gt.png,data/DSIA/train/11428_4_0001/input_mask.png
data/DSIA/train/22091_14_0001/img1.png,data/DSIA/train/22091_14_0001/img2.png,data/DSIA/train/22091_14_0001/img1_warp_gt.png,data/DSIA/train/22091_14_0001/input_mask.png
data/DSIA/train/10152_1_0005/img1.png,data/DSIA/train/10152_1_0005/img2.png,data/DSIA/train/10152_1_0005/img1_warp_gt.png,data/DSIA/train/10152_1_0005/input_mask.png
data/DSIA/train/22871_19_0004/img1.png,data/DSIA/train/22871_19_0004/img2.png,data/DSIA/train/22871_19_0004/img1_warp_gt.png,data/DSIA/train/22871_19_0004/input_mask.png
data/DSIA/train/00049_3_0004/img1.png,data/DSIA/train/00049_3_0004/img2.png,data/DSIA/train/00049_3_0004/img1_warp_gt.png,data/DSIA/train/00049_3_0004/input_mask.png
data/DSIA/train/00750_1_0005/img1.png,data/DSIA/train/00750_1_0005/img2.png,data/DSIA/train/00750_1_0005/img1_warp_gt.png,data/DSIA/train/00750_1_0005/input_mask.png
data/DSIA/train/11781_2_0002/img1.png,data/DSIA/train/11781_2_0002/img2.png,data/DSIA/train/11781_2_0002/img1_warp_gt.png,data/DSIA/train/11781_2_0002/input_mask.png
data/DSIA/train/00012_4_0004/img1.png,data/DSIA/train/00012_4_0004/img2.png,data/DSIA/train/00012_4_0004/img1_warp_gt.png,data/DSIA/train/00012_4_0004/input_mask.png
data/DSIA/train/10311_3_0001/img1.png,data/DSIA/train/10311_3_0001/img2.png,data/DSIA/train/10311_3_0001/img1_warp_gt.png,data/DSIA/train/10311_3_0001/input_mask.png
data/DSIA/train/01789_4_0006/img1.png,data/DSIA/train/01789_4_0006/img2.png,data/DSIA/train/01789_4_0006/img1_warp_gt.png,data/DSIA/train/01789_4_0006/input_mask.png
data/DSIA/train/20000_11_0002/img1.png,data/DSIA/train/20000_11_0002/img2.png,data/DSIA/train/20000_11_0002/img1_warp_gt.png,data/DSIA/train/20000_11_0002/input_mask.png
data/DSIA/train/10697_2_0007/img1.png,data/DSIA/train/10697_2_0007/img2.png,data/DSIA/train/10697_2_0007/img1_warp_gt.png,data/DSIA/train/10697_2_0007/input_mask.png
data/DSIA/train/10331_3_0002/img1.png,data/DSIA/train/10331_3_0002/img2.png,data/DSIA/train/10331_3_0002/img1_warp_gt.png,data/DSIA/train/10331_3_0002/input_mask.png
data/DSIA/train/01392_1_0006/img1.png,data/DSIA/train/01392_1_0006/img2.png,data/DSIA/train/01392_1_0006/img1_warp_gt.png,data/DSIA/train/01392_1_0006/input_mask.png
data/DSIA/train/00280_2_0002/img1.png,data/DSIA/train/00280_2_0002/img2.png,data/DSIA/train/00280_2_0002/img1_warp_gt.png,data/DSIA/train/00280_2_0002/input_mask.png
data/DSIA/train/01544_1_0003/img1.png,data/DSIA/train/01544_1_0003/img2.png,data/DSIA/train/01544_1_0003/img1_warp_gt.png,data/DSIA/train/01544_1_0003/input_mask.png
data/DSIA/train/20931_11_0003/img1.png,data/DSIA/train/20931_11_0003/img2.png,data/DSIA/train/20931_11_0003/img1_warp_gt.png,data/DSIA/train/20931_11_0003/input_mask.png
data/DSIA/train/12123_4_0006/img1.png,data/DSIA/train/12123_4_0006/img2.png,data/DSIA/train/12123_4_0006/img1_warp_gt.png,data/DSIA/train/12123_4_0006/input_mask.png
data/DSIA/train/01127_4_0004/img1.png,data/DSIA/train/01127_4_0004/img2.png,data/DSIA/train/01127_4_0004/img1_warp_gt.png,data/DSIA/train/01127_4_0004/input_mask.png
data/DSIA/train/01467_4_0002/img1.png,data/DSIA/train/01467_4_0002/img2.png,data/DSIA/train/01467_4_0002/img1_warp_gt.png,data/DSIA/train/01467_4_0002/input_mask.png
data/DSIA/train/22247_13_0001/img1.png,data/DSIA/train/22247_13_0001/img2.png,data/DSIA/train/22247_13_0001/img1_warp_gt.png,data/DSIA/train/22247_13_0001/input_mask.png
data/DSIA/train/11157_3_0002/img1.png,data/DSIA/train/11157_3_0002/img2.png,data/DSIA/train/11157_3_0002/img1_warp_gt.png,data/DSIA/train/11157_3_0002/input_mask.png
data/DSIA/train/22544_16_0002/img1.png,data/DSIA/train/22544_16_0002/img2.png,data/DSIA/train/22544_16_0002/img1_warp_gt.png,data/DSIA/train/22544_16_0002/input_mask.png
data/DSIA/train/22060_15_0002/img1.png,data/DSIA/train/22060_15_0002/img2.png,data/DSIA/train/22060_15_0002/img1_warp_gt.png,data/DSIA/train/22060_15_0002/input_mask.png
data/DSIA/train/21272_14_0006/img1.png,data/DSIA/train/21272_14_0006/img2.png,data/DSIA/train/21272_14_0006/img1_warp_gt.png,data/DSIA/train/21272_14_0006/input_mask.png
data/DSIA/train/11001_2_0003/img1.png,data/DSIA/train/11001_2_0003/img2.png,data/DSIA/train/11001_2_0003/img1_warp_gt.png,data/DSIA/train/11001_2_0003/input_mask.png
data/DSIA/train/12780_1_0002/img1.png,data/DSIA/train/12780_1_0002/img2.png,data/DSIA/train/12780_1_0002/img1_warp_gt.png,data/DSIA/train/12780_1_0002/input_mask.png
data/DSIA/train/11270_1_0003/img1.png,data/DSIA/train/11270_1_0003/img2.png,data/DSIA/train/11270_1_0003/img1_warp_gt.png,data/DSIA/train/11270_1_0003/input_mask.png
data/DSIA/train/22812_13_0006/img1.png,data/DSIA/train/22812_13_0006/img2.png,data/DSIA/train/22812_13_0006/img1_warp_gt.png,data/DSIA/train/22812_13_0006/input_mask.png
data/DSIA/train/00365_3_0007/img1.png,data/DSIA/train/00365_3_0007/img2.png,data/DSIA/train/00365_3_0007/img1_warp_gt.png,data/DSIA/train/00365_3_0007/input_mask.png
data/DSIA/train/01243_4_0003/img1.png,data/DSIA/train/01243_4_0003/img2.png,data/DSIA/train/01243_4_0003/img1_warp_gt.png,data/DSIA/train/01243_4_0003/input_mask.png
data/DSIA/train/22754_13_0004/img1.png,data/DSIA/train/22754_13_0004/img2.png,data/DSIA/train/22754_13_0004/img1_warp_gt.png,data/DSIA/train/22754_13_0004/input_mask.png
data/DSIA/train/12460_1_0001/img1.png,data/DSIA/train/12460_1_0001/img2.png,data/DSIA/train/12460_1_0001/img1_warp_gt.png,data/DSIA/train/12460_1_0001/input_mask.png
data/DSIA/train/21331_15_0007/img1.png,data/DSIA/train/21331_15_0007/img2.png,data/DSIA/train/21331_15_0007/img1_warp_gt.png,data/DSIA/train/21331_15_0007/input_mask.png
data/DSIA/train/22398_17_0003/img1.png,data/DSIA/train/22398_17_0003/img2.png,data/DSIA/train/22398_17_0003/img1_warp_gt.png,data/DSIA/train/22398_17_0003/input_mask.png
data/DSIA/train/12181_1_0006/img1.png,data/DSIA/train/12181_1_0006/img2.png,data/DSIA/train/12181_1_0006/img1_warp_gt.png,data/DSIA/train/12181_1_0006/input_mask.png
data/DSIA/train/11603_1_0005/img1.png,data/DSIA/train/11603_1_0005/img2.png,data/DSIA/train/11603_1_0005/img1_warp_gt.png,data/DSIA/train/11603_1_0005/input_mask.png
data/DSIA/train/01878_4_0006/img1.png,data/DSIA/train/01878_4_0006/img2.png,data/DSIA/train/01878_4_0006/img1_warp_gt.png,data/DSIA/train/01878_4_0006/input_mask.png
data/DSIA/train/00432_3_0005/img1.png,data/DSIA/train/00432_3_0005/img2.png,data/DSIA/train/00432_3_0005/img1_warp_gt.png,data/DSIA/train/00432_3_0005/input_mask.png
data/DSIA/train/00634_1_0007/img1.png,data/DSIA/train/00634_1_0007/img2.png,data/DSIA/train/00634_1_0007/img1_warp_gt.png,data/DSIA/train/00634_1_0007/input_mask.png
data/DSIA/train/20875_12_0001/img1.png,data/DSIA/train/20875_12_0001/img2.png,data/DSIA/train/20875_12_0001/img1_warp_gt.png,data/DSIA/train/20875_12_0001/input_mask.png
data/DSIA/train/00700_4_0003/img1.png,data/DSIA/train/00700_4_0003/img2.png,data/DSIA/train/00700_4_0003/img1_warp_gt.png,data/DSIA/train/00700_4_0003/input_mask.png
data/DSIA/train/01521_1_0007/img1.png,data/DSIA/train/01521_1_0007/img2.png,data/DSIA/train/01521_1_0007/img1_warp_gt.png,data/DSIA/train/01521_1_0007/input_mask.png
data/DSIA/train/01543_2_0003/img1.png,data/DSIA/train/01543_2_0003/img2.png,data/DSIA/train/01543_2_0003/img1_warp_gt.png,data/DSIA/train/01543_2_0003/input_mask.png
data/DSIA/train/01223_3_0002/img1.png,data/DSIA/train/01223_3_0002/img2.png,data/DSIA/train/01223_3_0002/img1_warp_gt.png,data/DSIA/train/01223_3_0002/input_mask.png
data/DSIA/train/11090_1_0005/img1.png,data/DSIA/train/11090_1_0005/img2.png,data/DSIA/train/11090_1_0005/img1_warp_gt.png,data/DSIA/train/11090_1_0005/input_mask.png
data/DSIA/train/22575_18_0005/img1.png,data/DSIA/train/22575_18_0005/img2.png,data/DSIA/train/22575_18_0005/img1_warp_gt.png,data/DSIA/train/22575_18_0005/input_mask.png
data/DSIA/train/10393_1_0007/img1.png,data/DSIA/train/10393_1_0007/img2.png,data/DSIA/train/10393_1_0007/img1_warp_gt.png,data/DSIA/train/10393_1_0007/input_mask.png
data/DSIA/train/21725_15_0004/img1.png,data/DSIA/train/21725_15_0004/img2.png,data/DSIA/train/21725_15_0004/img1_warp_gt.png,data/DSIA/train/21725_15_0004/input_mask.png
data/DSIA/train/11244_4_0004/img1.png,data/DSIA/train/11244_4_0004/img2.png,data/DSIA/train/11244_4_0004/img1_warp_gt.png,data/DSIA/train/11244_4_0004/input_mask.png
data/DSIA/train/12753_3_0004/img1.png,data/DSIA/train/12753_3_0004/img2.png,data/DSIA/train/12753_3_0004/img1_warp_gt.png,data/DSIA/train/12753_3_0004/input_mask.png
data/DSIA/train/00850_1_0005/img1.png,data/DSIA/train/00850_1_0005/img2.png,data/DSIA/train/00850_1_0005/img1_warp_gt.png,data/DSIA/train/00850_1_0005/input_mask.png
data/DSIA/train/10220_4_0002/img1.png,data/DSIA/train/10220_4_0002/img2.png,data/DSIA/train/10220_4_0002/img1_warp_gt.png,data/DSIA/train/10220_4_0002/input_mask.png
data/DSIA/train/21934_13_0005/img1.png,data/DSIA/train/21934_13_0005/img2.png,data/DSIA/train/21934_13_0005/img1_warp_gt.png,data/DSIA/train/21934_13_0005/input_mask.png
data/DSIA/train/11635_4_0005/img1.png,data/DSIA/train/11635_4_0005/img2.png,data/DSIA/train/11635_4_0005/img1_warp_gt.png,data/DSIA/train/11635_4_0005/input_mask.png
data/DSIA/train/01491_1_0006/img1.png,data/DSIA/train/01491_1_0006/img2.png,data/DSIA/train/01491_1_0006/img1_warp_gt.png,data/DSIA/train/01491_1_0006/input_mask.png
data/DSIA/train/11305_3_0002/img1.png,data/DSIA/train/11305_3_0002/img2.png,data/DSIA/train/11305_3_0002/img1_warp_gt.png,data/DSIA/train/11305_3_0002/input_mask.png
